Course,Course Title,Fall 2025,Winter 2026,Spring 2026,Summer 2026,Extracted_Link,Prerequisites
COMP_SCI 214,Data Structures and Algorithms,11-12:20 TuTh (2 sections) St-Amour,11:00-12:20 TuTh (2 sections) Bhagavatula,11:00-12:20 TuTh (2 sections) St-Amour,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/214.html,"COMP_SCI 111, (COMP_SCI 150, 211).  Prerequisites are strict. Stat 201 is *not* a substitute for Comp_Sci 111"
COMP_SCI 217,Data Management and Information Processing,,12:30-1:50 TuTh Hu,9:30-10:50 TuTh Hu,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/217.html,"COMP_SCI 110, COMP_SCI 111, COMP_SCI 150, COMP_SCI 211, other programming experience"
"COMP_SCI 260, 460",Introduction to Law and Digital Technologies,9:00-10:20 T Linna & Villasenor (Lab: 10:30- 11:50 (CS 260 & 460)),,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/260-460.html,"CS 260 none, other than an interest, willingness to learn"
COMP_SCI 265,AI and International Security,,,9:30-10:50 MW Subrahmanian,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/265.html,
"COMP_SCI 295, 396, 496",AI and Experimental Narrative,,,3:30-4:50 TuTh Horswill,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/295-396-496-ihorswill.html,CS 295 no pre-req
COMP_SCI 296,Mathematical Foundations of Computer Science - Honors,,,9:30-10:50 MW Vijayaraghavan,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/296-1.html,"COMP_SCI 110, COMP_SCI 111"
COMP_SCI 298,CS Research Track Program,1-3:50 F Bhagavatula,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/298-1.html,IC
COMP_SCI 301,Introduction to Robotics Laboratory,,12:30-3:20 TuTh Argall,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/301.html,
COMP_SCI 302,Artificial Life,,2-3:20 TuTh Kriegman,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/302.html,"CS 349, MS CS, PhDs CS"
COMP_SCI 303,Full Stack Software Engineering,,6-7:20 MW Tse,,Remote/Async (10 weeks) Tse,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/303.html,"(COMP_SCI 213, COMP_SCI 304-0), IC for CS MS, CS PhD"
COMP_SCI 304,Intro to Web Development,5-6:20 MW Tse,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/304.html,"CS 214, IC for CS MS, CS PhD"
COMP_ENG 303,Advanced Digital Design,TuTh 12:30-1:50 Ogrenci,,TuTh 3:30-4:50 Gu,,https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/303.html,COMP_ENG 203
COMP_SCI 307,Introduction to Cryptography,12:30-1:50 TuTh Wang,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/307.html,"COMP_SCI 212, IC"
COMP_SCI 308,Foundations of Security,12:30-1:50 TuTh Bhagavatula,,11-12:20 TuTh Bhagavatula,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/308.html,"COMP_SCI 211, 214, IC"
COMP_SCI 310,Scalable Software Architectures,,3-5:50 W (2 sections) Hummel,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/310.html,"CS-213 Intro to Computer Systems, CS-214 Data Structures, Graduate Students"
COMP_SCI 311,Inclusive Making,,,12:30-1:50 TuTh Worsley,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/311.html,"COMP_SCI 110, COMP_SCI 111, COMP_SCI MS, COMP_SCI PhDs, IC"
"COMP_SCI 312, 412",Data Privacy,,,2-3:20 TuTh Bhagavatula,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/312-412.html,"((CS 211, CS 214), (CS 262, EE 302, IEMS 201, IEMS 303, STAT 210)), MS CS, PhDs CS, IC"
"COMP_SCI 313, 413",Tangible Interaction Design and Learning,,,3:30-4:50 TuTh Horn,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/313-413.html,"(CS 211, (CS 329, CS 330)), CS MS, CS PhDs, IC"
COMP_SCI 314,Technology & Human Interaction,,9:30-10:50 TuTh Gergle,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/314.html,Undergrad Students Junior & Senior only
"COMP_SCI 315, 415","Design, Technology, and Research",12-2:50 F H. Zhang,12-2:50 F H. Zhang,12-2:50 F H. Zhang,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/315-415.html,IC
COMP_SCI 316-1,CS Education Research in the Community I: Foundations,,5-6:20 TuTh Horn,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/316-1.html,"CS 110, 111, 150, 211, IC"
COMP_SCI 316-2,CS Education Research in the Community II: Sports and Computer Science,,,8-9:20 TuTh Worsley,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/316-2.html,"CS 110, 111, 150, 211, IC"
COMP_SCI 320,Proving Properties of Programs with Mechanized Logic,,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/320.html,"CS 212, CS 321, CS MS CS 321, CS PhDs"
COMP_SCI 321,Programming Languages,2-3:20 TuTh Dimoulas,11-12:20 TuTh Findler,11-12:20 TuTh Findler,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/321.html,"COMP_SCI 111, COMP_SCI 211, COMP_SCI 214, CS MS, CS PhDs, IC"
COMP_SCI 322,Compiler Construction,,5 -6:20 TuTh Geisler,5 -6:20 TuTh Geisler,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/322.html,"COMP_SCI 213: Introduction to Computer Systems, CS 214: Data Structures, Data Management (, equivalent)"
COMP_SCI 323,Code Analysis and Transformation,,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/323.html,"COMP_SCI 213: Introduction to Computer Systems, CS 214: Data Structures, Data Management (, equivalent)"
"COMP_SCI 324, 424",Dynamics of Programming Languages,,,2-3:20 TuTh Dimoulas,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/324-424.html,"COMP_SCI  321, IC"
COMP_SCI 325,Artificial Intelligence Programming,11-11:50 MWF Riesbeck,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/325.html,"COMP_SCI 110, COMP_SCI 111, equivalent programming experience"
COMP_SCI 326,Introduction to the Data Science Pipeline,12:30-1:50 TuTh (2 sections) Hu,,,Remote/Async (First two weeks) DeAndria,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/326.html,"(CS 212, CS 214), graduate student, IC"
COMP_SCI 329,HCI Studio,,1-2:20 MW Chau & Ulloa,11-12:20 MW H. Zhang,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/329.html,"CS 214, has not completed CS 330, Graduate Standing, has not completed CS 330"
COMP_SCI 330,Human Computer Interaction,3:30-4:50 TuTh Kay,,9:30-10:50 TuTh Worsley,TBD Lotsos,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/330-1.html,"CS 214, has not completed CS 329, Graduate Standing, has not completed CS 329"
COMP_SCI 331,Introduction to Computational Photography,,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/331.html,"150, 211, 230, IC"
COMP_SCI 332,Online Markets,9:30-10:50 MW Hartline,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/332.html,"Comp_sci 212, 214, 336, ECON 380-1(Game Theory)"
COMP_SCI 333,Interactive Information Visualization,3:30-4:50 MW Hullman,,11-12:20 MW Kay,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/333.html,COMP_SCI 214
ELEC_ENG/COMP_ENG 334,Fundamentals of Blockchains and Decentralization,,,MW 2-3:20 Guo,,https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/334.html,"COMP_SCI 212, ELEC_ENG 302, equivalent, graduate standing"
COMP_SCI 334,Introduction to Computational Linguistics,,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/334.html,"CS 110, 111, CS MS, CS PhD, IC"
COMP_SCI 335,Intro to the Theory of Computation,11-12:20 MW Agarwal,12:30-1:50 TuTh Agarwal,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/335.html,"CS 212, CS PhDs, IC"
COMP_SCI 336,Design & Analysis of Algorithms,3:30-4:50 MW Khuller & Agarwal,3:30-4:50 TuTh Makarychev,3:30-4:50 MW Agarwal,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/336.html,"CS 212, CS 214, CS MS, CS PhDs, IC"
COMP_SCI 337,Intro to Natural Language Processing,3:30-4:50 MW Birnbaum,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/337.html,"Senior CS majors, COMP_SCI 348, IC"
COMP_SCI 338,Practicum in Intelligent Information Systems,11-12:20 TuTh Hammond,11-12:20 TuTh Hammond,11-12:20 MW Hammond,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/338-1.html,"COMP_SCI 348, COMP_SCI 349, COMP_SCI 330, COMP_SCI 339"
COMP_SCI 338,Practicum in Intelligent Information Systems,,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/338-2.html,Refer to CAESAR for more detail
COMP_SCI 339,Intro to Databases,12:30-1:50 MW Rogers,,9:30-10:50 TuTh Rogers,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/339.html,"Students must have completed COMP_SCI 214 & (COMP_SCI 213, COMP_ENG 205), be CS Grad students (MS, PhD) in order to register for this course"
COMP_SCI 340,Introduction to Computer Networking,5-6:20 TuTh or MW Bustamante,12:30-1:50 TuTh Kuzmanovic,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/340.html,"COMP_SCI 214, (COMP_SCI 213, COMP_ENG 205)"
COMP_SCI 341,Social Networks Analysis,,,,"Remote/Asynchronous (5 week 1and 5 week 2, two sessions) Contractor",https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/341.html,The course has no formal pre-requisites but will be most beneficial to students who have had an introductory statistics course
COMP_SCI 341,Social Networks Analysis (CS 341-SA),,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/341-sa.html,The course has no formal pre-requisites but will be most beneficial to students who have had an introductory statistics course
COMP_SCI 343,Operating Systems,12:30-1:50 TuTh Ghena,3:30-4:50 MW Dinda,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/343.html,"Comp_sci 214, (213, Comp_Eng 205)"
COMP_SCI 344,Design of Problem Solvers,,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/344.html,"COMP_SCI 348, either COMP_SCI 325, equivalent Lisp experience"
COMP_SCI 345,Distributed Systems,,,11-12:20 TuTh Bustamante,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/345.html,"Students must have completed COMP_SCI 213, COMP_SCI 214 to enroll in this course"
COMP_SCI 346,Microcontroller System Design,3:30-4:50 TuTh Ghena (Lab: F 1-2:50 OR F 3-4:50pm),,3:30-4:50 TuTh Ghena (Lab: F 1-2:50 OR F 3-4:50pm),,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/346.html,"COMP_SCI 211, (COMP_SCI 213, COMP_ENG 205)"
"COMP_SCI 347, 447",Conversational AI,,,3:30-4:50 TuTh Forbus,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/347-447.html,COMP_SCI 371
COMP_SCI 348,Intro to Artificial Intelligence,2-3:20 TuTh Birnbaum,9:30-10:50 TuTh Rubenstein,11-12:20 TuTh Elkind,Remote/Sync 9:00-10:30 MonWed (10 weeks) Alam,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/348.html,"Students must have taken [CS 111, (CS 214, be a CogSci major)], be a Computer Science Masters, PhD student, obtain IC, in order to register for this course.  Stat 304 is *not* a substitute for Comp_Sci 214"
COMP_SCI 349,Machine Learning,9:30-10:50 TuTh Wood-Doughty,3:30-4:50 TuTh Wood-Doughty,11-12:20 TuTh Wood-Doughty,Remote/Sync 9:00-10:30 TuTh (10 weeks) Alam,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/349.html,"COMP_SCI grad standing, (COMP_SCI 214, (MATH 240-0, GEN_ENG 205-1, GEN_ENG 206-1), (IEMS 201-0, IEMS 303-0, ELEC_ENG 302-0, STAT 210-0, MATH 310-1).  Stat 304 is *not* a substitute for Comp_Sci 214"
COMP_SCI 350,Introduction to Computer Security,9:30 -10:50 TuTh Chen,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/350.html,"Required: COMP_SCI 213, any equivalent computer systems introductory courses, IC. Highly recommended: COMP_SCI 340, equivalent networking introductory course"
COMP_SCI 351-1,Intro to Computer Graphics,2-3:20 MW Geisler,,,Remote/Async (First 5 weeks) Geisler,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/351-1.html,"CS 214-0, CS MS, CS PhDs, IC"
COMP_SCI 351-2,Intermediate Computer Graphics,,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/351-2.html,"COMP_SCI 351-1 Intro. to Comp. Graphics, equiv.(askâ€”you may already know enough!)"
COMP_SCI 352,Machine Perception of Music & Audio,,3:30-4:50 TuTh Pardo,3:30-4:50 TTh J. Smith,11:00-12:30 MW (10 weeks) Chu,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/352.html,"Prior programming experience sufficient to be able to do laboratory assignments in PYTHON, implementing algorithms, using libraries without being taught to do so (there is no language instruction on Python). Having taken COMP_SCI 211, COMP_SCI 214 would demonstrate this experience"
COMP_SCI 353,Natural & Artificial Vision,11-12:20 TuTh Alexander,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/353.html,"Math 228-1, Math 230-1, Gen_Eng 205-1, Math 240. IC - Application: https://forms.gle, VYDJdoZddZ9ZydPx9"
COMP_SCI 354,Computer System Security,,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/354.html,"CS 213, COMP_ENG 205, CS 211"
COMP_SCI 355,Digital Forensics and Incident Response,,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/355.html,COMP_SCI 213
COMP_SCI 358,Introduction to Parallel Computing,5-6:20 TuTh Hummel,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/358.html,"(CS 213, (CE 205 & 211)), MS CS, CE, PhDs CS, CE, IC"
COMP_ENG 361,Computer Architecture I,MW 12:30-1:50 Joseph,,,,https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/361.html,"(COMP_ENG 205, COMP_SCI 213), (COMP_ENG 303, COMP_ENG 355), graduate standing"
COMP_ENG 362,Computer Architecture Project,,,,,https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/362.html,"COMP_ENG 361, COMP_SCI 230, COMP_SCI 211"
"COMP_SCI 362, 462",Foundations of Quantum Computing and Quantum Information,9:30-10:50 MW Vijayaraghavan,,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/362-462.html,See below for more detail
"COMP_ENG 365, 465","Internet-of-Things Sensors, Systems, and Applications",Tu 2:00-3:20 Xia,,,,https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/365-465-42.html,"Helpful but not required: experience with embedded systems, microprocessors (e.g. COMP_ENG 346, 347, 366, 355), basic understanding of signals, systems (e.g. COMP_SCI 213, ELEC_ENG 222); knowledge of communication systems (e.g. ELEC_ENG 307), data structures (e.g. COMP_SCI 214)"
"COMP_SCI 367, 467",Wireless and Mobile Health (mHealth),,5-6:20 TuTh Alshurafa & Pedram,,,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/367-467.html,IC
